formula,unsat_count,solution_time
0.cnf,4,27.970792770385742
1.cnf,4,23.316023588180542
2.cnf,4,24.134649515151978
3.cnf,4,16.2403826713562
4.cnf,4,48.12265968322754
5.cnf,4,24.21726369857788
6.cnf,5,179.39873480796814
7.cnf,6,1048.70631980896
8.cnf,3,4.6700758934021
9.cnf,4,16.525341987609863
10.cnf,2,1.267493486404419
11.cnf,4,21.55542802810669
12.cnf,4,7.153104543685913
13.cnf,1,0.018912315368652344
14.cnf,5,80.06709718704224
15.cnf,2,1.4385783672332764
16.cnf,5,97.73247694969177
17.cnf,5,143.64803194999695
18.cnf,3,3.005403518676758
19.cnf,4,20.097923755645752
20.cnf,3,4.452690839767456
21.cnf,4,14.191542148590088
22.cnf,5,89.72475504875183
23.cnf,3,4.821650981903076
24.cnf,6,694.8430142402649
25.cnf,4,12.513510704040527
26.cnf,4,6.688869476318359
27.cnf,3,3.4239790439605713
28.cnf,4,13.242995262145996
29.cnf,4,28.67224431037903
30.cnf,5,235.6333887577057
31.cnf,5,199.84043407440186
32.cnf,5,291.8290913105011
33.cnf,5,153.23532223701477
34.cnf,2,1.2596936225891113
35.cnf,2,1.303938627243042
36.cnf,cutoff,cutoff
37.cnf,4,43.09820771217346
38.cnf,3,3.888763904571533
39.cnf,4,20.618752002716064
40.cnf,4,23.317028284072876
41.cnf,5,100.00238418579102
42.cnf,5,242.31975436210632
43.cnf,5,135.2842493057251
44.cnf,4,33.447842597961426
45.cnf,5,515.3184719085693
46.cnf,5,302.7277808189392
47.cnf,3,3.79705548286438
48.cnf,4,28.337498426437378
49.cnf,3,5.039722919464111
50.cnf,3,3.03330135345459
51.cnf,4,25.988428592681885
52.cnf,3,5.342986583709717
53.cnf,5,135.43150329589844
54.cnf,4,14.466662883758545
55.cnf,3,3.3529164791107178
56.cnf,3,2.9314656257629395
57.cnf,4,24.49089813232422
58.cnf,4,24.470550060272217
59.cnf,2,1.2948873043060303
60.cnf,3,3.631824254989624
61.cnf,4,36.702796459198
62.cnf,5,313.5349371433258
63.cnf,4,24.9599347114563
64.cnf,3,3.951636552810669
65.cnf,4,36.36166191101074
66.cnf,3,4.396595001220703
67.cnf,3,4.96363091468811
68.cnf,2,1.2291946411132812
69.cnf,5,170.40572357177734
70.cnf,4,34.78301382064819
71.cnf,4,24.353200435638428
72.cnf,4,20.650614500045776
73.cnf,4,24.46560502052307
74.cnf,3,3.216580629348755
75.cnf,4,36.95317554473877
76.cnf,3,3.470418691635132
77.cnf,4,39.197144508361816
78.cnf,5,159.9959270954132
79.cnf,4,8.31708574295044
80.cnf,4,14.832716464996338
81.cnf,4,30.182653665542603
82.cnf,4,32.60905957221985
83.cnf,3,3.266832113265991
84.cnf,4,23.430169105529785
85.cnf,2,1.187896966934204
86.cnf,4,21.523046255111694
87.cnf,5,175.2722783088684
88.cnf,3,5.952121257781982
89.cnf,2,1.356841802597046
90.cnf,4,23.03797173500061
91.cnf,3,2.975619316101074
92.cnf,4,12.354651927947998
93.cnf,4,21.218499898910522
94.cnf,5,37.18147397041321
95.cnf,3,3.1410226821899414
96.cnf,3,4.198069095611572
97.cnf,3,3.215076446533203
98.cnf,4,34.876253843307495
99.cnf,3,3.947119951248169
