formula,unsat_count,solution_time
0.cnf,1,0.03275275230407715
1.cnf,1,0.028690576553344727
2.cnf,1,0.015049934387207031
3.cnf,1,0.01825428009033203
4.cnf,1,0.018808841705322266
5.cnf,1,0.016438007354736328
6.cnf,1,0.018724441528320312
7.cnf,1,0.02809929847717285
8.cnf,1,0.017262697219848633
9.cnf,1,0.03894639015197754
10.cnf,1,0.01381540298461914
11.cnf,1,0.01825737953186035
12.cnf,1,0.014376401901245117
13.cnf,1,0.015066385269165039
14.cnf,1,0.0248410701751709
15.cnf,1,0.014586925506591797
16.cnf,1,0.019463300704956055
17.cnf,1,0.028503894805908203
18.cnf,1,0.022823572158813477
19.cnf,1,0.01804637908935547
20.cnf,1,0.02151179313659668
21.cnf,1,0.015900850296020508
22.cnf,1,0.015542268753051758
23.cnf,1,0.01667499542236328
24.cnf,1,0.021945476531982422
25.cnf,1,0.01566481590270996
26.cnf,1,0.012739181518554688
27.cnf,1,0.01728343963623047
28.cnf,1,0.014468908309936523
29.cnf,1,0.018441438674926758
30.cnf,1,0.021594524383544922
31.cnf,1,0.028069257736206055
32.cnf,1,0.0512232780456543
33.cnf,1,0.017981529235839844
34.cnf,1,0.0391690731048584
35.cnf,1,0.013206958770751953
36.cnf,1,0.01426553726196289
37.cnf,1,0.014720916748046875
38.cnf,1,0.014442682266235352
39.cnf,1,0.016124963760375977
40.cnf,1,0.014243364334106445
41.cnf,1,0.01392674446105957
42.cnf,1,0.013631105422973633
43.cnf,1,0.02126312255859375
44.cnf,1,0.014039039611816406
45.cnf,1,0.03154158592224121
46.cnf,1,0.017467975616455078
47.cnf,1,0.019411325454711914
48.cnf,1,0.019191265106201172
49.cnf,1,0.015977144241333008
50.cnf,1,0.02179551124572754
51.cnf,1,0.030602693557739258
52.cnf,1,0.017374038696289062
53.cnf,1,0.015896081924438477
54.cnf,1,0.03705453872680664
55.cnf,1,0.019049406051635742
56.cnf,1,0.015627622604370117
57.cnf,1,0.015830516815185547
58.cnf,1,0.016989946365356445
59.cnf,1,0.015056133270263672
60.cnf,1,0.017357587814331055
61.cnf,1,0.0165555477142334
62.cnf,1,0.0241086483001709
63.cnf,1,0.026029586791992188
64.cnf,1,0.018730878829956055
65.cnf,1,0.02021956443786621
66.cnf,1,0.021826982498168945
67.cnf,1,0.01924586296081543
68.cnf,1,0.014874696731567383
69.cnf,1,0.017215967178344727
70.cnf,1,0.01650857925415039
71.cnf,1,0.018671751022338867
72.cnf,1,0.019275188446044922
73.cnf,1,0.0188443660736084
74.cnf,1,0.0186917781829834
75.cnf,1,0.014439582824707031
76.cnf,1,0.016333580017089844
77.cnf,1,0.02008509635925293
78.cnf,1,0.014286041259765625
79.cnf,1,0.015612363815307617
80.cnf,1,0.020205020904541016
81.cnf,1,0.02744889259338379
82.cnf,1,0.01652073860168457
83.cnf,1,0.025288820266723633
84.cnf,1,0.01703166961669922
85.cnf,1,0.018407583236694336
86.cnf,1,0.015355348587036133
87.cnf,1,0.016566038131713867
88.cnf,1,0.02062678337097168
89.cnf,1,0.016735315322875977
90.cnf,1,0.01794910430908203
91.cnf,1,0.030176401138305664
92.cnf,1,0.024053335189819336
93.cnf,1,0.023723125457763672
94.cnf,1,0.015480518341064453
95.cnf,1,0.019191265106201172
96.cnf,1,0.015172719955444336
97.cnf,1,0.01723027229309082
98.cnf,1,0.02653026580810547
99.cnf,1,0.017426729202270508
