formula,unsat_count,solution_time
0.cnf,1,0.03831624984741211
1.cnf,1,0.009182929992675781
2.cnf,1,0.015438079833984375
3.cnf,1,0.011182308197021484
4.cnf,1,0.020041465759277344
5.cnf,1,0.016027450561523438
6.cnf,1,0.014762163162231445
7.cnf,1,0.015747547149658203
8.cnf,1,0.018401384353637695
9.cnf,1,0.01570606231689453
10.cnf,1,0.012167215347290039
11.cnf,1,0.016341447830200195
12.cnf,1,0.01069951057434082
13.cnf,1,0.009278535842895508
14.cnf,1,0.05711245536804199
15.cnf,1,0.05059814453125
16.cnf,1,0.01487112045288086
17.cnf,2,1.15468168258667
18.cnf,1,0.013880491256713867
19.cnf,1,0.022933483123779297
20.cnf,1,0.020541667938232422
21.cnf,1,0.03239083290100098
22.cnf,1,0.022917747497558594
23.cnf,1,0.039571523666381836
24.cnf,1,0.019577503204345703
25.cnf,1,0.025417566299438477
26.cnf,1,0.016707181930541992
27.cnf,1,0.03205132484436035
28.cnf,1,0.01858210563659668
29.cnf,2,1.158292531967163
30.cnf,1,0.011529207229614258
31.cnf,1,0.015933513641357422
32.cnf,1,0.021698474884033203
33.cnf,1,0.013033866882324219
34.cnf,1,0.013093709945678711
35.cnf,1,0.018754005432128906
36.cnf,2,1.182708501815796
37.cnf,1,0.007972240447998047
38.cnf,1,0.016101360321044922
39.cnf,1,0.013859272003173828
40.cnf,1,0.00978994369506836
41.cnf,1,0.035082340240478516
42.cnf,1,0.022701501846313477
43.cnf,1,0.027530670166015625
44.cnf,1,0.009103059768676758
45.cnf,1,0.014632463455200195
46.cnf,1,0.021311521530151367
47.cnf,1,0.021221399307250977
48.cnf,1,0.024799346923828125
49.cnf,1,0.01614212989807129
50.cnf,1,0.019337177276611328
51.cnf,2,1.1013844013214111
52.cnf,2,1.1060447692871094
53.cnf,1,0.01660323143005371
54.cnf,1,0.020636320114135742
55.cnf,1,0.020784378051757812
56.cnf,1,0.05597996711730957
57.cnf,1,0.01664137840270996
58.cnf,1,0.01269841194152832
59.cnf,1,0.020594358444213867
60.cnf,2,1.1405689716339111
61.cnf,1,0.017312049865722656
62.cnf,1,0.009564638137817383
63.cnf,1,0.01678609848022461
64.cnf,1,0.01031351089477539
65.cnf,2,1.10628342628479
66.cnf,1,0.018207311630249023
67.cnf,1,0.04226374626159668
68.cnf,2,1.133169174194336
69.cnf,1,0.01880931854248047
70.cnf,1,0.014647483825683594
71.cnf,1,0.026334524154663086
72.cnf,1,0.018020153045654297
73.cnf,1,0.016414165496826172
74.cnf,1,0.0133514404296875
75.cnf,1,0.01432657241821289
76.cnf,1,0.019341468811035156
77.cnf,1,0.012424945831298828
78.cnf,1,0.03459763526916504
79.cnf,1,0.02171611785888672
80.cnf,1,0.02242302894592285
81.cnf,1,0.022894620895385742
82.cnf,1,0.026529312133789062
83.cnf,1,0.019442081451416016
84.cnf,1,0.038184404373168945
85.cnf,1,0.012319564819335938
86.cnf,1,0.040816545486450195
87.cnf,1,0.013521194458007812
88.cnf,2,1.123079538345337
89.cnf,2,1.173304796218872
90.cnf,1,0.012709617614746094
91.cnf,1,0.022625207901000977
92.cnf,1,0.015936851501464844
93.cnf,2,1.1006767749786377
94.cnf,1,0.014835357666015625
95.cnf,1,0.011585712432861328
96.cnf,1,0.023945331573486328
97.cnf,1,0.012003183364868164
98.cnf,1,0.024889230728149414
99.cnf,1,0.17714142799377441
