formula,unsat_count,solution_time
0.cnf,1,0.020511388778686523
1.cnf,1,0.024701356887817383
2.cnf,1,0.012260198593139648
3.cnf,1,0.010711193084716797
4.cnf,1,0.009721517562866211
5.cnf,1,0.0281984806060791
6.cnf,1,0.01742100715637207
7.cnf,1,0.009604215621948242
8.cnf,1,0.014810562133789062
9.cnf,2,1.1657531261444092
10.cnf,1,0.016832351684570312
11.cnf,1,0.013017416000366211
12.cnf,1,0.015160322189331055
13.cnf,1,0.013968944549560547
14.cnf,1,0.01582026481628418
15.cnf,1,0.029266834259033203
16.cnf,1,0.01836705207824707
17.cnf,1,0.014194726943969727
18.cnf,2,1.156938076019287
19.cnf,1,0.017262935638427734
20.cnf,1,0.02463698387145996
21.cnf,1,0.022413969039916992
22.cnf,1,0.015561819076538086
23.cnf,2,1.1313517093658447
24.cnf,1,0.011736392974853516
25.cnf,1,0.021081924438476562
26.cnf,1,0.018532514572143555
27.cnf,1,0.016844987869262695
28.cnf,1,0.01596665382385254
29.cnf,1,0.015981435775756836
30.cnf,1,0.010590314865112305
31.cnf,1,0.012112617492675781
32.cnf,1,0.02124810218811035
33.cnf,1,0.015564203262329102
34.cnf,2,1.1778512001037598
35.cnf,1,0.01517033576965332
36.cnf,1,0.013400793075561523
37.cnf,1,0.016750335693359375
38.cnf,1,0.012211084365844727
39.cnf,2,1.1928353309631348
40.cnf,1,0.010882377624511719
41.cnf,1,0.008227348327636719
42.cnf,1,0.020289182662963867
43.cnf,1,0.020467042922973633
44.cnf,1,0.04336261749267578
45.cnf,1,0.0381617546081543
46.cnf,1,0.0228269100189209
47.cnf,1,0.019522905349731445
48.cnf,1,0.03584742546081543
49.cnf,1,0.037279367446899414
50.cnf,1,0.010940313339233398
51.cnf,1,0.021720409393310547
52.cnf,1,0.018618345260620117
53.cnf,1,0.010108232498168945
54.cnf,1,0.026531696319580078
55.cnf,1,0.01784992218017578
56.cnf,1,0.014060258865356445
57.cnf,1,0.023700952529907227
58.cnf,1,0.017265796661376953
59.cnf,1,0.026207447052001953
60.cnf,1,0.008376121520996094
61.cnf,1,0.022910118103027344
62.cnf,1,0.009850740432739258
63.cnf,1,0.013049840927124023
64.cnf,1,0.023453474044799805
65.cnf,1,0.019047260284423828
66.cnf,1,0.015523672103881836
67.cnf,1,0.008535623550415039
68.cnf,1,0.026425838470458984
69.cnf,1,0.023178577423095703
70.cnf,1,0.03337240219116211
71.cnf,1,0.028376340866088867
72.cnf,1,0.03382158279418945
73.cnf,1,0.01699376106262207
74.cnf,1,0.02563786506652832
75.cnf,1,0.5675597190856934
76.cnf,1,0.010695695877075195
77.cnf,1,0.01490640640258789
78.cnf,1,0.02280569076538086
79.cnf,1,0.03767871856689453
80.cnf,2,1.1580641269683838
81.cnf,1,0.017467975616455078
82.cnf,1,0.013400554656982422
83.cnf,1,0.008605003356933594
84.cnf,1,0.012900352478027344
85.cnf,1,0.009611129760742188
86.cnf,1,0.02025628089904785
87.cnf,1,0.037311553955078125
88.cnf,1,0.02583622932434082
89.cnf,1,0.020208120346069336
90.cnf,1,0.012619495391845703
91.cnf,1,0.03571462631225586
92.cnf,1,0.031219959259033203
93.cnf,1,0.017058610916137695
94.cnf,1,0.01810622215270996
95.cnf,1,0.009164810180664062
96.cnf,1,0.014762401580810547
97.cnf,1,0.019134521484375
98.cnf,1,0.02029728889465332
99.cnf,1,0.01645183563232422
